x		y
300.00		0
300.20		0
300.40		0
300.60		0
300.80		0
301.00		0
301.20		0
301.40		0
301.60		0
301.80		0
302.00		0
302.20		0
302.40		0
302.60		0
302.80		0
303.00		0
303.20		0
303.40		0
303.60		0
303.80		0
304.00		0
304.20		0
304.40		0
304.60		0
304.80		0
305.00		0
305.20		0
305.40		0
305.60		0
305.80		0
306.00		0
306.20		0
306.40		0
306.60		0
306.80		0
307.00		0
307.20		0
307.40		0
307.60		0
307.80		0
308.00		0
308.20		0
308.40		0
308.60		0
308.80		0
309.00		0
309.20		2
309.40		0
309.60		0
309.80		0
310.00		0
310.20		0
310.40		0
310.60		0
310.80		0
311.00		0
311.20		0
311.40		0
311.60		0
311.80		0
312.00		0
312.20		0
312.40		0
312.60		0
312.80		0
313.00		0
313.20		2
313.40		0
313.60		0
313.80		0
314.00		0
314.20		0
314.40		0
314.60		0
314.80		0
315.00		0
315.20		0
315.40		0
315.60		0
315.80		0
316.00		0
316.20		0
316.40		0
316.60		0
316.80		0
317.00		0
317.20		0
317.40		0
317.60		0
317.80		0
318.00		0
318.20		0
318.40		0
318.60		0
318.80		0
319.00		0
319.20		0
319.40		0
319.60		0
319.80		0
320.00		0
320.20		0
320.40		0
320.60		2
320.80		0
321.00		0
321.20		0
321.40		0
321.60		0
321.80		0
322.00		0
322.20		0
322.40		0
322.60		0
322.80		0
323.00		0
323.20		0
323.40		0
323.60		0
323.80		0
324.00		0
324.20		0
324.40		0
324.60		0
324.80		0
325.00		0
325.20		0
325.40		0
325.60		0
325.80		0
326.00		0
326.20		0
326.40		0
326.60		0
326.80		0
327.00		0
327.20		0
327.40		0
327.60		0
327.80		0
328.00		0
328.20		0
328.40		0
328.60		0
328.80		0
329.00		0
329.20		0
329.40		0
329.60		0
329.80		0
330.00		0
330.20		0
330.40		0
330.60		0
330.80		0
331.00		0
331.20		0
331.40		0
331.60		0
331.80		0
332.00		0
332.20		0
332.40		0
332.60		0
332.80		0
333.00		0
333.20		0
333.40		0
333.60		0
333.80		0
334.00		0
334.20		0
334.40		0
334.60		0
334.80		0
335.00		0
335.20		2
335.40		0
335.60		0
335.80		0
336.00		0
336.20		0
336.40		0
336.60		0
336.80		0
337.00		2
337.20		0
337.40		0
337.60		0
337.80		0
338.00		0
338.20		0
338.40		0
338.60		0
338.80		0
339.00		0
339.20		0
339.40		0
339.60		0
339.80		0
340.00		0
340.20		0
340.40		0
340.60		0
340.80		0
341.00		0
341.20		0
341.40		0
341.60		0
341.80		0
342.00		0
342.20		0
342.40		0
342.60		0
342.80		0
343.00		0
343.20		0
343.40		0
343.60		0
343.80		0
344.00		0
344.20		0
344.40		0
344.60		0
344.80		0
345.00		0
345.20		0
345.40		0
345.60		0
345.80		0
346.00		0
346.20		0
346.40		0
346.60		0
346.80		0
347.00		0
347.20		0
347.40		0
347.60		0
347.80		0
348.00		0
348.20		0
348.40		0
348.60		0
348.80		0
349.00		0
349.20		0
349.40		0
349.60		0
349.80		0
350.00		0
350.20		0
350.40		0
350.60		0
350.80		0
351.00		0
351.20		0
351.40		0
351.60		0
351.80		0
352.00		0
352.20		0
352.40		0
352.60		0
352.80		0
353.00		0
353.20		0
353.40		0
353.60		0
353.80		0
354.00		0
354.20		0
354.40		0
354.60		0
354.80		0
355.00		0
355.20		0
355.40		0
355.60		0
355.80		0
356.00		0
356.20		0
356.40		0
356.60		0
356.80		0
357.00		0
357.20		0
357.40		0
357.60		0
357.80		0
358.00		0
358.20		0
358.40		0
358.60		0
358.80		0
359.00		0
359.20		0
359.40		0
359.60		0
359.80		0
360.00		0
360.20		0
360.40		0
360.60		0
360.80		0
361.00		0
361.20		0
361.40		0
361.60		0
361.80		0
362.00		0
362.20		0
362.40		0
362.60		0
362.80		0
363.00		0
363.20		0
363.40		0
363.60		0
363.80		0
364.00		0
364.20		0
364.40		0
364.60		0
364.80		0
365.00		0
365.20		0
365.40		0
365.60		0
365.80		0
366.00		0
366.20		0
366.40		0
366.60		0
366.80		0
367.00		0
367.20		0
367.40		0
367.60		0
367.80		0
368.00		0
368.20		0
368.40		0
368.60		0
368.80		0
369.00		0
369.20		0
369.40		0
369.60		0
369.80		0
370.00		0
370.20		0
370.40		0
370.60		0
370.80		0
371.00		2
371.20		0
371.40		0
371.60		0
371.80		0
372.00		0
372.20		0
372.40		0
372.60		0
372.80		0
373.00		0
373.20		0
373.40		0
373.60		0
373.80		0
374.00		0
374.20		0
374.40		0
374.60		0
374.80		0
375.00		0
375.20		0
375.40		0
375.60		0
375.80		0
376.00		0
376.20		0
376.40		0
376.60		0
376.80		0
377.00		0
377.20		0
377.40		0
377.60		0
377.80		0
378.00		0
378.20		0
378.40		0
378.60		0
378.80		0
379.00		0
379.20		0
379.40		0
379.60		0
379.80		0
380.00		0
380.20		0
380.40		0
380.60		0
380.80		0
381.00		0
381.20		0
381.40		0
381.60		0
381.80		0
382.00		0
382.20		0
382.40		0
382.60		0
382.80		0
383.00		0
383.20		0
383.40		0
383.60		0
383.80		0
384.00		0
384.20		0
384.40		0
384.60		0
384.80		0
385.00		0
385.20		0
385.40		0
385.60		0
385.80		0
386.00		0
386.20		0
386.40		0
386.60		0
386.80		0
387.00		0
387.20		0
387.40		0
387.60		0
387.80		0
388.00		0
388.20		0
388.40		0
388.60		0
388.80		0
389.00		0
389.20		0
389.40		0
389.60		0
389.80		0
390.00		0
390.20		2
390.40		0
390.60		0
390.80		0
391.00		0
391.20		0
391.40		0
391.60		0
391.80		0
392.00		0
392.20		0
392.40		0
392.60		0
392.80		0
393.00		0
393.20		2
393.40		0
393.60		0
393.80		0
394.00		0
394.20		0
394.40		0
394.60		2
394.80		0
395.00		0
395.20		0
395.40		0
395.60		0
395.80		0
396.00		0
396.20		0
396.40		0
396.60		0
396.80		0
397.00		0
397.20		0
397.40		0
397.60		0
397.80		0
398.00		0
398.20		0
398.40		0
398.60		0
398.80		0
399.00		0
399.20		0
399.40		0
399.60		0
399.80		0
400.00		0
400.20		0
400.40		0
400.60		0
400.80		0
401.00		0
401.20		0
401.40		0
401.60		0
401.80		0
402.00		0
402.20		0
402.40		0
402.60		0
402.80		0
403.00		3
403.20		0
403.40		0
403.60		0
403.80		0
404.00		0
404.20		0
404.40		0
404.60		0
404.80		0
405.00		0
405.20		0
405.40		0
405.60		0
405.80		0
406.00		0
406.20		0
406.40		0
406.60		0
406.80		0
407.00		2
407.20		0
407.40		0
407.60		0
407.80		0
408.00		0
408.20		0
408.40		0
408.60		0
408.80		0
409.00		0
409.20		0
409.40		0
409.60		0
409.80		0
410.00		0
410.20		0
410.40		0
410.60		0
410.80		0
411.00		0
411.20		2
411.40		0
411.60		0
411.80		0
412.00		0
412.20		0
412.40		0
412.60		0
412.80		0
413.00		0
413.20		3
413.40		0
413.60		0
413.80		0
414.00		0
414.20		2
414.40		0
414.60		0
414.80		0
415.00		0
415.20		2
415.40		0
415.60		0
415.80		0
416.00		0
416.20		0
416.40		0
416.60		0
416.80		0
417.00		0
417.20		0
417.40		0
417.60		0
417.80		0
418.00		0
418.20		0
418.40		0
418.60		0
418.80		0
419.00		2
419.20		0
419.40		0
419.60		0
419.80		0
420.00		0
420.20		0
420.40		0
420.60		0
420.80		0
421.00		0
421.20		0
421.40		2
421.60		0
421.80		0
422.00		0
422.20		0
422.40		0
422.60		0
422.80		0
423.00		2
423.20		0
423.40		0
423.60		0
423.80		0
424.00		0
424.20		0
424.40		0
424.60		0
424.80		0
425.00		2
425.20		0
425.40		0
425.60		0
425.80		0
426.00		0
426.20		0
426.40		0
426.60		0
426.80		0
427.00		0
427.20		0
427.40		0
427.60		0
427.80		0
428.00		0
428.20		0
428.40		0
428.60		0
428.80		0
429.00		4
429.20		10
429.40		0
429.60		0
429.80		0
430.00		0
430.20		0
430.40		0
430.60		0
430.80		0
431.00		0
431.20		4
431.40		0
431.60		0
431.80		0
432.00		0
432.20		0
432.40		0
432.60		0
432.80		0
433.00		0
433.20		0
433.40		0
433.60		0
433.80		0
434.00		0
434.20		0
434.40		0
434.60		0
434.80		2
435.00		0
435.20		0
435.40		0
435.60		0
435.80		0
436.00		0
436.20		3
436.40		0
436.60		0
436.80		0
437.00		2
437.20		0
437.40		0
437.60		0
437.80		0
438.00		0
438.20		0
438.40		0
438.60		0
438.80		0
439.00		2
439.20		0
439.40		0
439.60		0
439.80		0
440.00		2
440.20		0
440.40		0
440.60		0
440.80		0
441.00		2
441.20		0
441.40		2
441.60		0
441.80		0
442.00		0
442.20		0
442.40		0
442.60		0
442.80		0
443.00		0
443.20		0
443.40		0
443.60		0
443.80		0
444.00		0
444.20		2
444.40		0
444.60		0
444.80		0
445.00		0
445.20		2
445.40		0
445.60		0
445.80		0
446.00		0
446.20		0
446.40		0
446.60		0
446.80		0
447.00		2
447.20		0
447.40		0
447.60		0
447.80		0
448.00		0
448.20		0
448.40		0
448.60		0
448.80		0
449.00		2
449.20		0
449.40		0
449.60		2
449.80		0
450.00		0
450.20		0
450.40		0
450.60		0
450.80		0
451.00		0
451.20		0
451.40		0
451.60		0
451.80		0
452.00		0
452.20		0
452.40		0
452.60		0
452.80		0
453.00		0
453.20		6
453.40		0
453.60		0
453.80		0
454.00		0
454.20		0
454.40		0
454.60		0
454.80		0
455.00		0
455.20		0
455.40		0
455.60		0
455.80		0
456.00		0
456.20		0
456.40		0
456.60		0
456.80		0
457.00		2
457.20		6
457.40		0
457.60		2
457.80		0
458.00		0
458.20		2
458.40		0
458.60		0
458.80		0
459.00		0
459.20		0
459.40		0
459.60		0
459.80		0
460.00		0
460.20		2
460.40		0
460.60		0
460.80		0
461.00		0
461.20		0
461.40		0
461.60		0
461.80		0
462.00		2
462.20		0
462.40		0
462.60		0
462.80		0
463.00		2
463.20		4
463.40		0
463.60		0
463.80		0
464.00		0
464.20		2
464.40		2
464.60		0
464.80		0
465.00		2
465.20		2
465.40		0
465.60		0
465.80		0
466.00		0
466.20		0
466.40		0
466.60		0
466.80		0
467.00		4
467.20		4
467.40		0
467.60		0
467.80		0
468.00		0
468.20		0
468.40		0
468.60		0
468.80		0
469.00		2
469.20		3
469.40		0
469.60		0
469.80		0
470.00		0
470.20		0
470.40		0
470.60		0
470.80		0
471.00		4
471.20		0
471.40		2
471.60		0
471.80		0
472.00		0
472.20		2
472.40		0
472.60		0
472.80		0
473.00		0
473.20		2
473.40		0
473.60		0
473.80		0
474.00		0
474.20		2
474.40		0
474.60		0
474.80		0
475.00		2
475.20		4
475.40		0
475.60		0
475.80		0
476.00		0
476.20		2
476.40		0
476.60		0
476.80		0
477.00		2
477.20		4
477.40		0
477.60		0
477.80		0
478.00		0
478.20		0
478.40		0
478.60		0
478.80		0
479.00		0
479.20		2
479.40		0
479.60		0
479.80		0
480.00		0
480.20		0
480.40		0
480.60		2
480.80		0
481.00		0
481.20		2
481.40		0
481.60		0
481.80		0
482.00		0
482.20		0
482.40		0
482.60		0
482.80		0
483.00		2
483.20		2
483.40		0
483.60		0
483.80		0
484.00		2
484.20		0
484.40		0
484.60		0
484.80		0
485.00		2
485.20		6
485.40		0
485.60		0
485.80		0
486.00		2
486.20		0
486.40		0
486.60		0
486.80		0
487.00		0
487.20		2
487.40		0
487.60		0
487.80		0
488.00		0
488.20		2
488.40		0
488.60		0
488.80		0
489.00		0
489.20		8
489.40		0
489.60		0
489.80		0
490.00		0
490.20		0
490.40		0
490.60		0
490.80		0
491.00		0
491.20		0
491.40		0
491.60		0
491.80		0
492.00		3
492.20		0
492.40		0
492.60		0
492.80		0
493.00		27
493.20		4
493.40		0
493.60		0
493.80		0
494.00		4
494.20		0
494.40		0
494.60		0
494.80		0
495.00		2
495.20		2
495.40		0
495.60		0
495.80		0
496.00		0
496.20		0
496.40		0
496.60		0
496.80		0
497.00		0
497.20		0
497.40		0
497.60		0
497.80		0
498.00		0
498.20		0
498.40		0
498.60		0
498.80		0
499.00		4
499.20		0
499.40		0
499.60		0
499.80		0
500.00		0
500.20		0
500.40		0
500.60		0
500.80		0
501.00		0
501.20		2
501.40		0
501.60		0
501.80		0
502.00		0
502.20		0
502.40		0
502.60		0
502.80		0
503.00		2
503.20		0
503.40		0
503.60		0
503.80		0
504.00		0
504.20		0
504.40		0
504.60		0
504.80		0
505.00		4
505.20		2
505.40		0
505.60		0
505.80		0
506.00		2
506.20		0
506.40		0
506.60		0
506.80		0
507.00		0
507.20		4
507.40		0
507.60		0
507.80		2
508.00		2
508.20		0
508.40		0
508.60		0
508.80		0
509.00		4
509.20		0
509.40		0
509.60		0
509.80		0
510.00		0
510.20		4
510.40		0
510.60		0
510.80		0
511.00		2
511.20		4
511.40		0
511.60		0
511.80		0
512.00		0
512.20		0
512.40		0
512.60		0
512.80		0
513.00		2
513.20		0
513.40		0
513.60		0
513.80		0
514.00		0
514.20		2
514.40		0
514.60		0
514.80		0
515.00		4
515.20		2
515.40		0
515.60		2
515.80		0
516.00		0
516.20		4
516.40		0
516.60		0
516.80		0
517.00		0
517.20		4
517.40		0
517.60		0
517.80		0
518.00		0
518.20		2
518.40		0
518.60		0
518.80		0
519.00		2
519.20		4
519.40		0
519.60		0
519.80		0
520.00		2
520.20		2
520.40		0
520.60		0
520.80		0
521.00		4
521.20		11
521.40		2
521.60		0
521.80		0
522.00		0
522.20		0
522.40		11
522.60		4
522.80		2
523.00		2
523.20		2
523.40		2
523.60		2
523.80		0
524.00		0
524.20		2
524.40		0
524.60		0
524.80		0
525.00		2
525.20		8
525.40		0
525.60		0
525.80		0
526.00		0
526.20		0
526.40		0
526.60		0
526.80		0
527.00		2
527.20		0
527.40		0
527.60		0
527.80		0
528.00		0
528.20		0
528.40		0
528.60		0
528.80		0
529.00		0
529.20		5
529.40		0
529.60		0
529.80		0
530.00		0
530.20		0
530.40		0
530.60		0
530.80		0
531.00		0
531.20		2
531.40		0
531.60		0
531.80		2
532.00		0
532.20		0
532.40		0
532.60		2
532.80		0
533.00		2
533.20		2
533.40		2
533.60		0
533.80		0
534.00		0
534.20		0
534.40		0
534.60		0
534.80		0
535.00		8
535.20		0
535.40		2
535.60		0
535.80		0
536.00		0
536.20		2
536.40		0
536.60		0
536.80		0
537.00		0
537.20		5
537.40		0
537.60		0
537.80		0
538.00		0
538.20		0
538.40		0
538.60		0
538.80		0
539.00		7
539.20		7
539.40		0
539.60		0
539.80		0
540.00		0
540.20		0
540.40		0
540.60		0
540.80		0
541.00		4
541.20		2
541.40		0
541.60		0
541.80		0
542.00		2
542.20		0
542.40		2
542.60		0
542.80		0
543.00		4
543.20		0
543.40		0
543.60		0
543.80		0
544.00		2
544.20		0
544.40		0
544.60		0
544.80		0
545.00		0
545.20		0
545.40		0
545.60		0
545.80		0
546.00		0
546.20		0
546.40		0
546.60		0
546.80		2
547.00		0
547.20		3
547.40		0
547.60		0
547.80		0
548.00		0
548.20		2
548.40		0
548.60		0
548.80		0
549.00		0
549.20		2
549.40		0
549.60		0
549.80		0
550.00		2
550.20		2
550.40		0
550.60		24
550.80		0
551.00		4
551.20		0
551.40		0
551.60		5
551.80		0
552.00		0
552.20		2
552.40		4
552.60		0
552.80		0
553.00		0
553.20		2
553.40		0
553.60		0
553.80		0
554.00		0
554.20		0
554.40		0
554.60		0
554.80		0
555.00		6
555.20		2
555.40		2
555.60		0
555.80		0
556.00		2
556.20		2
556.40		0
556.60		0
556.80		0
557.00		4
557.20		4
557.40		0
557.60		0
557.80		0
558.00		2
558.20		2
558.40		0
558.60		0
558.80		2
559.00		4
559.20		0
559.40		0
559.60		0
559.80		0
560.00		0
560.20		0
560.40		0
560.60		0
560.80		0
561.00		6
561.20		0
561.40		0
561.60		0
561.80		0
562.00		0
562.20		0
562.40		0
562.60		0
562.80		0
563.00		2
563.20		2
563.40		0
563.60		0
563.80		0
564.00		0
564.20		0
564.40		2
564.60		0
564.80		0
565.00		0
565.20		2
565.40		0
565.60		0
565.80		0
566.00		2
566.20		0
566.40		0
566.60		0
566.80		2
567.00		3
567.20		2
567.40		0
567.60		0
567.80		0
568.00		0
568.20		0
568.40		0
568.60		0
568.80		0
569.00		6
569.20		4
569.40		2
569.60		0
569.80		0
570.00		0
570.20		2
570.40		0
570.60		0
570.80		0
571.00		4
571.20		0
571.40		0
571.60		0
571.80		0
572.00		0
572.20		0
572.40		0
572.60		0
572.80		0
573.00		2
573.20		0
573.40		0
573.60		0
573.80		2
574.00		2
574.20		0
574.40		0
574.60		0
574.80		0
575.00		0
575.20		2
575.40		0
575.60		0
575.80		0
576.00		5
576.20		0
576.40		2
576.60		0
576.80		0
577.00		0
577.20		6
577.40		8
577.60		0
577.80		0
578.00		0
578.20		0
578.40		0
578.60		0
578.80		0
579.00		3
579.20		0
579.40		4
579.60		0
579.80		0
580.00		2
580.20		0
580.40		2
580.60		2
580.80		2
581.00		2
581.20		0
581.40		0
581.60		0
581.80		0
582.00		4
582.20		0
582.40		0
582.60		0
582.80		2
583.00		6
583.20		0
583.40		0
583.60		0
583.80		0
584.00		0
584.20		3
584.40		0
584.60		0
584.80		2
585.00		0
585.20		0
585.40		0
585.60		0
585.80		2
586.00		2
586.20		0
586.40		0
586.60		0
586.80		2
587.00		6
587.20		2
587.40		0
587.60		0
587.80		0
588.00		2
588.20		0
588.40		0
588.60		0
588.80		0
589.00		2
589.20		0
589.40		0
589.60		0
589.80		0
590.00		2
590.20		0
590.40		0
590.60		0
590.80		0
591.00		4
591.20		0
591.40		2
591.60		0
591.80		0
592.00		0
592.20		0
592.40		2
592.60		0
592.80		0
593.00		6
593.20		0
593.40		2
593.60		0
593.80		0
594.00		2
594.20		0
594.40		0
594.60		0
594.80		0
595.00		0
595.20		0
595.40		0
595.60		0
595.80		0
596.00		0
596.20		2
596.40		0
596.60		0
596.80		0
597.00		2
597.20		0
597.40		0
597.60		0
597.80		0
598.00		0
598.20		2
598.40		0
598.60		0
598.80		0
599.00		2
599.20		0
599.40		0
599.60		0
599.80		0
600.00		8
600.20		2
600.40		0
600.60		0
600.80		0
601.00		3
601.20		2
601.40		0
601.60		0
601.80		0
602.00		2
602.20		0
602.40		0
602.60		0
602.80		0
603.00		0
603.20		2
603.40		0
603.60		2
603.80		0
604.00		0
604.20		0
604.40		0
604.60		0
604.80		0
605.00		68
605.20		0
605.40		0
605.60		0
605.80		0
606.00		9
606.20		2
606.40		0
606.60		0
606.80		0
607.00		18
607.20		0
607.40		4
607.60		2
607.80		0
608.00		7
608.20		0
608.40		0
608.60		0
608.80		0
609.00		0
609.20		0
609.40		0
609.60		0
609.80		0
610.00		2
610.20		0
610.40		0
610.60		0
610.80		0
611.00		3
611.20		6
611.40		0
611.60		0
611.80		0
612.00		0
612.20		0
612.40		2
612.60		0
612.80		0
613.00		6
613.20		0
613.40		0
613.60		0
613.80		0
614.00		2
614.20		0
614.40		0
614.60		0
614.80		0
615.00		5
615.20		0
615.40		0
615.60		0
615.80		0
616.00		9
616.20		4
616.40		0
616.60		0
616.80		0
617.00		2
617.20		0
617.40		0
617.60		0
617.80		0
618.00		0
618.20		0
618.40		0
618.60		0
618.80		2
619.00		7
619.20		0
619.40		4
619.60		0
619.80		0
620.00		2
620.20		0
620.40		0
620.60		0
620.80		0
621.00		7
621.20		0
621.40		0
621.60		0
621.80		0
622.00		2
622.20		0
622.40		0
622.60		0
622.80		0
623.00		9
623.20		2
623.40		0
623.60		0
623.80		0
624.00		2
624.20		2
624.40		0
624.60		0
624.80		2
625.00		6
625.20		4
625.40		0
625.60		0
625.80		0
626.00		2
626.20		0
626.40		0
626.60		0
626.80		0
627.00		13
627.20		2
627.40		0
627.60		0
627.80		0
628.00		2
628.20		0
628.40		0
628.60		0
628.80		0
629.00		3
629.20		3
629.40		0
629.60		0
629.80		0
630.00		0
630.20		0
630.40		0
630.60		0
630.80		0
631.00		4
631.20		0
631.40		0
631.60		0
631.80		0
632.00		0
632.20		0
632.40		0
632.60		0
632.80		4
633.00		6
633.20		0
633.40		2
633.60		0
633.80		0
634.00		8
634.20		0
634.40		0
634.60		0
634.80		2
635.00		9
635.20		0
635.40		0
635.60		0
635.80		0
636.00		4
636.20		0
636.40		0
636.60		0
636.80		0
637.00		2
637.20		0
637.40		0
637.60		0
637.80		0
638.00		6
638.20		2
638.40		0
638.60		0
638.80		0
639.00		5
639.20		2
639.40		0
639.60		2
639.80		2
640.00		4
640.20		0
640.40		2
640.60		0
640.80		0
641.00		2
641.20		0
641.40		0
641.60		0
641.80		0
642.00		13
642.20		0
642.40		0
642.60		0
642.80		0
643.00		7
643.20		0
643.40		0
643.60		0
643.80		0
644.00		3
644.20		4
644.40		0
644.60		0
644.80		0
645.00		2
645.20		0
645.40		2
645.60		0
645.80		0
646.00		4
646.20		0
646.40		2
646.60		0
646.80		0
647.00		6
647.20		2
647.40		2
647.60		0
647.80		0
648.00		6
648.20		0
648.40		0
648.60		0
648.80		0
649.00		3
649.20		0
649.40		0
649.60		0
649.80		0
650.00		0
650.20		0
650.40		0
650.60		0
650.80		0
651.00		5
651.20		2
651.40		0
651.60		0
651.80		0
652.00		4
652.20		0
652.40		0
652.60		0
652.80		0
653.00		7
653.20		2
653.40		0
653.60		0
653.80		0
654.00		5
654.20		0
654.40		0
654.60		0
654.80		0
655.00		4
655.20		0
655.40		2
655.60		0
655.80		0
656.00		192
656.20		2
656.40		0
656.60		0
656.80		0
657.00		83
657.20		0
657.40		0
657.60		0
657.80		0
658.00		20
658.20		4
658.40		0
658.60		0
658.80		2
659.00		0
659.20		0
659.40		0
659.60		0
659.80		0
660.00		4
660.20		2
660.40		0
660.60		0
660.80		0
661.00		4
661.20		0
661.40		0
661.60		2
661.80		0
662.00		6
662.20		2
662.40		0
662.60		0
662.80		0
663.00		2
663.20		2
663.40		0
663.60		0
663.80		0
664.00		6
664.20		2
664.40		0
664.60		0
664.80		0
665.00		6
665.20		2
665.40		2
665.60		0
665.80		0
